onset	duration	trial_type	stimulus_name	category_index	sound_index	response_time
0	30	-1	n/a	n/a	n/a	0.000000
30	10	1	vggtest_PaZ4aVEsPsE_19000_29000	1	746	0.000000
40	10	1	vggtest_01SaXyGY5SM_30000_40000	1	27	0.000000
50	10	1	vggtest_JcLpx0VveSw_17000_27000	1	668	0.000000
60	10	2	vggtest_JcLpx0VveSw_17000_27000	1	668	0.000000
70	10	1	vggtest_0eTrzI5-ong_30000_40000	1	118	0.000000
80	10	1	vggtest_ftVOFLwSxCg_22000_32000	1	1000	0.000000
90	10	2	vggtest_ftVOFLwSxCg_22000_32000	1	1000	0.000000
100	10	1	vggtest_cIHmmSm947Q_0_10000	1	958	0.000000
110	10	2	vggtest_cIHmmSm947Q_0_10000	1	958	0.000000
120	10	1	vggtest_vuYE5G1C9MQ_25000_35000	1	1157	0.000000
130	10	1	vggtest_BPeLfS4NPEI_60000_70000	1	544	0.000000
140	10	1	vggtest_0XSNrKgA94g_30000_40000	1	92	0.000000
150	10	1	vggtest_1FWUnWVX5Xk_159000_169000	1	196	0.000000
160	10	1	vggtest_1uhuVsFGe6E_50000_60000	1	320	0.000000
170	10	1	vggtest_5xVe-bGbbYA_45000_55000	1	447	0.000000
180	10	1	vggtest_2E31rvMg-rE_542000_552000	1	356	0.000000
190	10	1	vggtest_o-HDwb0wIXA_66000_76000	1	1091	0.000000
200	10	1	vggtest_uEMANxR3vwc_338000_348000	1	1148	0.000000
210	10	1	vggtest_0B7fwvTtvLM_0_10000	1	32	0.000000
220	10	1	vggtest_0W1sNicXboU_60000_70000	1	86	0.000000
230	10	1	vggtest_ieZmQbzQYtw_0_10000	1	1027	0.000000
240	10	1	vggtest_XG1fNGITN08_400000_410000	1	875	0.000000
250	10	1	vggtest_0mZQ6Q-viPw_10000_20000	1	143	0.000000
260	10	1	vggtest_mCaniZpghFE_310000_320000	1	1067	0.000000
270	10	1	vggtest_1KpqiBhyP7Q_8000_18000	1	209	0.000000
280	10	1	vggtest_YvxuyNi_wJM_1000_11000	1	900	0.000000
290	10	1	vggtest_0kK-PnupAow_86000_96000	1	138	0.000000
300	10	1	vggtest_WFjx0sH7mlc_20000_30000	1	844	0.000000
310	10	1	vggtest_qUvHb5szJfs_60000_70000	1	1111	0.000000
320	10	1	vggtest_3iXaH6Dmacs_155000_165000	1	417	0.000000
330	10	1	vggtest_I7OqRsLtmh0_310000_320000	1	640	0.000000
340	10	1	vggtest_uJ4gkjQ6Jt0_190000_200000	1	1149	0.000000
350	10	1	vggtest_jEP-WEblweY_115000_125000	1	1034	0.000000
360	10	1	vggtest_J4IWp4vNFnw_100000_110000	1	660	0.000000
370	10	1	vggtest_LgvmB3oyRWQ_299000_309000	1	703	0.000000
380	10	1	vggtest_w9wfVOg6d1M_6000_16000	1	1161	0.000000
390	10	1	vggtest_wvlhGSXTEoE_430000_440000	1	1173	0.000000
400	10	1	vggtest__AUtYTaYMrE_100000_110000	1	914	0.000000
410	10	1	vggtest_0m9-5BkL4Mc_30000_40000	1	141	0.000000
420	10	1	vggtest_2IEoe3YvCJo_20000_30000	1	369	0.000000
430	10	1	vggtest_05GsUEyThd8_13000_23000	1	30	0.000000
440	10	1	vggtest_tZFs-kLTpyg_3000_13000	1	1145	0.000000
450	10	1	vggtest_2CidaVnd60g_0_10000	1	353	0.000000
460	10	1	vggtest_uRhiZy8FsSU_30000_40000	1	1151	0.000000
470	10	1	vggtest_-OAyRsvFGgc_30000_40000	1	6	0.000000
480	10	1	vggtest_ZvG5aSIrYAw_190000_200000	1	911	0.000000
490	10	1	vggtest_LX5Y1jcoUXE_30000_40000	1	701	0.000000
500	10	1	vggtest_SB1dEgUQh3w_168000_178000	1	785	0.000000
510	10	1	vggtest_8bmdnc-htzQ_106000_116000	1	492	0.000000
520	10	1	vggtest_-h5ZGw9Ci5c_450000_460000	1	12	0.000000
530	10	2	vggtest_-h5ZGw9Ci5c_450000_460000	1	12	0.000000
540	10	1	vggtest_31GOxPXDNkk_68000_78000	1	410	0.000000
550	10	2	vggtest_31GOxPXDNkk_68000_78000	1	410	0.000000
560	10	1	vggtest_sKQ6qt6uT18_27000_37000	1	1131	0.000000
570	10	1	vggtest_PXvygAB5RKg_300000_310000	1	744	0.000000
580	10	-2	n/a	n/a	n/a	0.000000
