onset	duration	trial_type	stimulus_name	category_index	sound_index	response_time
0	30	-1	n/a	n/a	n/a	0.000000
30	8	1	Ani2_EnF2	1	8	0.000000
38	8	1	EnM2_Mus2	1	36	0.000000
46	8	1	EnF2_Ani2	1	20	0.000000
54	8	1	EnF1_Ani1	1	13	0.000000
62	8	1	EnF1_Ani2	1	14	0.000000
70	8	1	Ani2_Mus2	1	12	0.000000
78	8	1	Mus1_Ani1	1	37	0.000000
86	8	1	EnM2_Mus1	1	35	0.000000
94	8	1	Ani1_EnF1	1	1	0.000000
102	8	1	Ani2_EnM2	1	10	0.000000
110	8	1	EnM2_EnF2	1	34	0.000000
118	8	1	Mus1_EnF1	1	39	0.000000
126	8	1	EnF2_Mus1	1	23	0.000000
134	8	1	EnM1_Mus2	1	30	0.000000
142	8	1	EnF1_Mus1	1	17	0.000000
150	8	1	Ani2_EnF1	1	7	0.000000
158	8	1	EnF2_Mus2	1	24	0.000000
166	8	1	Mus2_Ani1	1	43	0.000000
174	8	1	Mus1_EnF2	1	40	0.000000
182	8	1	Mus1_EnM2	1	42	0.000000
190	8	1	EnM2_Ani2	1	32	0.000000
198	8	1	EnM1_Ani2	1	26	0.000000
206	8	1	Mus1_Ani2	1	38	0.000000
214	8	1	Ani1_Mus1	1	5	0.000000
222	8	1	EnM1_EnF1	1	27	0.000000
230	8	1	Ani1_EnF2	1	2	0.000000
238	4	2	task	1	9999	0.000000
242	8	1	Ani2_Mus1	1	11	0.000000
250	8	1	Mus2_EnM2	1	48	0.000000
258	8	1	EnF2_Ani1	1	19	0.000000
266	8	1	Ani1_EnM1	1	3	0.000000
274	8	1	EnM1_Ani1	1	25	0.000000
282	8	1	EnF1_Mus2	1	18	0.000000
290	8	1	EnM1_EnF2	1	28	0.000000
298	8	1	Ani1_Mus2	1	6	0.000000
306	8	1	Mus2_EnF1	1	45	0.000000
314	8	1	Mus2_EnM1	1	47	0.000000
322	8	1	Ani1_EnM2	1	4	0.000000
330	8	1	Mus1_EnM1	1	41	0.000000
338	4	2	task	1	9999	0.000000
342	8	1	EnF2_EnM1	1	21	0.000000
350	8	1	EnF1_EnM1	1	15	0.000000
358	8	1	EnM2_Ani1	1	31	0.000000
366	8	1	EnM1_Mus1	1	29	0.000000
374	4	2	task	1	9999	0.000000
378	8	1	Ani2_EnM1	1	9	0.000000
386	8	1	EnF1_EnM2	1	16	0.000000
394	8	1	EnM2_EnF1	1	33	0.000000
402	4	2	task	1	9999	0.000000
406	8	1	EnF2_EnM2	1	22	0.000000
414	8	1	Mus2_Ani2	1	44	0.000000
422	8	1	Mus2_EnF2	1	46	0.000000
430	4	2	task	1	9999	0.000000
434	10	-2	n/a	n/a	n/a	0.000000
