onset	duration	trial_type	stimulus_name	category_index	sound_index	response_time
0	30	-1	n/a	n/a	n/a	0.000000
30	8	1	vggtest_0VW4nelMODc_259000_269000	1	158	0.000000
38	8	1	vggtest_IQszXcU_OBI_147000_157000	1	674	0.000000
46	8	1	vggtest_SUyaiLzdWDk_30000_40000	1	809	0.000000
54	8	2	vggtest_SUyaiLzdWDk_30000_40000	1	809	0.000000
62	8	1	vggtest_-s5ZidRvnjQ_250000_260000	1	89	0.000000
70	8	1	vggtest_I1NE3H6soBU_300000_310000	1	667	0.000000
78	8	1	vggtest_1O-WeYTRS4w_370000_380000	1	278	0.000000
86	8	1	vggtest_L3wNweyCqdY_394000_404000	1	715	0.000000
94	8	1	vggtest_1Uj_ulATth0_360000_370000	1	294	0.000000
102	8	1	vggtest_H692PyayBt4_0_10000	1	653	0.000000
110	8	1	vggtest_2k6_k7K_ixg_30000_40000	1	438	0.000000
118	8	1	vggtest_1tz4xNRRR4M_10000_20000	1	363	0.000000
126	8	2	vggtest_1tz4xNRRR4M_10000_20000	1	363	0.000000
134	8	1	vggtest_Ay7bs8DMMyA_5000_15000	1	567	0.000000
142	8	1	vggtest_IckvLvmXEBk_330000_340000	1	677	0.000000
150	8	1	vggtest_xTDmWAfnFl0_181000_191000	1	1177	0.000000
158	8	1	vggtest_73cuZZq-J3w_20000_30000	1	504	0.000000
166	8	1	vggtest_MCa8xcBlBe8_30000_40000	1	730	0.000000
174	8	2	vggtest_MCa8xcBlBe8_30000_40000	1	730	0.000000
182	8	1	vggtest_uEMANxR3vwc_338000_348000	1	1150	0.000000
190	8	1	vggtest_IMQtdwaG8I8_101000_111000	1	670	0.000000
198	8	1	vggtest_1q8kkQhS97g_140000_150000	1	355	0.000000
206	8	1	vggtest_2FtVHJ91gDc_45000_55000	1	401	0.000000
214	8	1	vggtest_0x9TnOQ5Nhw_20000_30000	1	234	0.000000
222	8	1	vggtest_0u5dddSWuj8_30000_40000	1	224	0.000000
230	8	1	vggtest_-yrglmBmErg_225000_235000	1	94	0.000000
238	8	1	vggtest_1MaEJRh2oGY_34000_44000	1	274	0.000000
246	8	1	vggtest_DShnW2mZR-0_2000_12000	1	612	0.000000
254	8	1	vggtest_0glBUluF4Yk_175000_185000	1	192	0.000000
262	8	1	vggtest_CNteFuxbbZs_30000_40000	1	596	0.000000
270	8	1	vggtest_Yf7ypnJ2J-U_39000_49000	1	908	0.000000
278	8	1	vggtest_2CEb1hYM3EA_240000_250000	1	392	0.000000
286	8	1	vggtest_JjqHDGzcz6c_100000_110000	1	694	0.000000
294	8	1	vggtest_8QfmtF0FGA4_114000_124000	1	525	0.000000
302	8	1	vggtest_a9iCA_YXm-Y_30000_40000	1	935	0.000000
310	8	1	vggtest_kTu8XtF-gzc_57000_67000	1	1046	0.000000
318	8	1	vggtest_lm8Q2xGOvbQ_16000_26000	1	1065	0.000000
326	8	1	vggtest_MzK0doyIM70_500000_510000	1	740	0.000000
334	8	1	vggtest_1F23RciUwDE_30000_40000	1	254	0.000000
342	8	1	vggtest_0w7pCxwXzVc_120000_130000	1	230	0.000000
350	8	2	vggtest_0w7pCxwXzVc_120000_130000	1	230	0.000000
358	8	1	vggtest_4QmXsg-lZQw_165000_175000	1	467	0.000000
366	8	2	vggtest_4QmXsg-lZQw_165000_175000	1	467	0.000000
374	8	1	vggtest_XS-3djsJWTA_360000_370000	1	894	0.000000
382	8	1	vggtest_1D6UsaTflJ8_60000_70000	1	246	0.000000
390	8	1	vggtest_7O2qPT8vgfI_15000_25000	1	510	0.000000
398	8	1	vggtest_1n6JyJt4kJ4_18000_28000	1	349	0.000000
406	8	1	vggtest_1QtsF8qkX1Y_70000_80000	1	284	0.000000
414	8	1	vggtest_D9yNCDer4YM_94000_104000	1	609	0.000000
422	8	1	vggtest_WhBHLyBY5to_9000_19000	1	874	0.000000
430	8	1	vggtest_0bKpv6YBl7g_50000_60000	1	177	0.000000
438	8	1	vggtest_XDWakm0T8fY_519000_529000	1	889	0.000000
446	8	1	vggtest_2ofK2gAQue4_180000_190000	1	441	0.000000
454	8	1	vggtest_0J_TdiZ3TKA_30000_40000	1	129	0.000000
462	8	1	vggtest_6q3OUady18I_667000_677000	1	498	0.000000
470	10	-2	n/a	n/a	n/a	0.000000
