onset	duration	trial_type	stimulus_name	category_index	sound_index	response_time
0	30	-1	n/a	n/a	n/a	0.000000
30	8	1	vggtest_Ap_IlJVRHtw_230000_240000	1	562	0.000000
38	8	1	vggtest_-fz6omiAhZ8_40000_50000	1	62	0.000000
46	8	1	vggtest_MLMRHScRnhs_42000_52000	1	732	0.000000
54	8	1	vggtest_2qO-OQtOBK0_30000_40000	1	443	0.000000
62	8	1	vggtest_AKxm4V3OylU_30000_40000	1	553	0.000000
70	8	1	vggtest_U4UtZeTl2DE_30000_40000	1	836	0.000000
78	8	1	vggtest_LTXXIMHSfo0_14000_24000	1	723	0.000000
86	8	1	vggtest_0XSNrKgA94g_30000_40000	1	164	0.000000
94	8	2	vggtest_0XSNrKgA94g_30000_40000	1	164	0.000000
102	8	1	vggtest_J6T4OwacRL0_450000_460000	1	686	0.000000
110	8	1	vggtest_nb_7c2xPKYA_400000_410000	1	1088	0.000000
118	8	1	vggtest_n-1ho8xiSGU_2000_12000	1	1082	0.000000
126	8	1	vggtest_cGUhG5PZp0A_30000_40000	1	963	0.000000
134	8	1	vggtest_2cEM6Hu90v0_38000_48000	1	425	0.000000
142	8	1	vggtest_1Bv79-2FK-g_140000_150000	1	241	0.000000
150	8	1	vggtest_0_9-dbUW0hU_30000_40000	1	171	0.000000
158	8	1	vggtest_8w-V_hYvxXs_160000_170000	1	533	0.000000
166	8	1	vggtest_0-o0oZvSFOk_30000_40000	1	100	0.000000
174	8	1	vggtest_-Tok_g_jgE0_268000_278000	1	44	0.000000
182	8	1	vggtest_1ENC2smc8Ig_30000_40000	1	252	0.000000
190	8	2	vggtest_1ENC2smc8Ig_30000_40000	1	252	0.000000
198	8	1	vggtest_1SBP-Dy8_II_119000_129000	1	288	0.000000
206	8	1	vggtest_0KAeUAAoVnY_143000_153000	1	131	0.000000
214	8	1	vggtest_L5UDz2PJ9sk_30000_40000	1	716	0.000000
222	8	1	vggtest_6tlsgZfA9zs_20000_30000	1	500	0.000000
230	8	1	vggtest_3zIQTDfS4Hk_30000_40000	1	458	0.000000
238	8	1	vggtest_6qX8ykNoVls_22000_32000	1	499	0.000000
246	8	1	vggtest_0UJpeR9-ayg_213000_223000	1	157	0.000000
254	8	1	vggtest_-7IhwezUrUA_590000_600000	1	16	0.000000
262	8	1	vggtest_1TAOyk0Xgss_370000_380000	1	290	0.000000
270	8	1	vggtest_2ZogsGp-T4o_40000_50000	1	419	0.000000
278	8	1	vggtest_1EH6atYydBc_90000_100000	1	251	0.000000
286	8	1	vggtest_4MTFkHIgWwg_71000_81000	1	465	0.000000
294	8	1	vggtest_1GI75yXlrTk_29000_39000	1	260	0.000000
302	8	1	vggtest_fjJPvFZswhg_30000_40000	1	1004	0.000000
310	8	1	vggtest_1PPboJuO1Ks_21000_31000	1	282	0.000000
318	8	2	vggtest_1PPboJuO1Ks_21000_31000	1	282	0.000000
326	8	1	vggtest_6BXR7JlTiBQ_9000_19000	1	486	0.000000
334	8	1	vggtest_qadaulWp2m4_64000_74000	1	1115	0.000000
342	8	1	vggtest_-hJ1YTZ5AGI_30000_40000	1	66	0.000000
350	8	1	vggtest_0Jq6WJLLSIk_4000_14000	1	130	0.000000
358	8	1	vggtest_8m1ketVhQCM_78000_88000	1	530	0.000000
366	8	1	vggtest_-b42018ceoE_78000_88000	1	54	0.000000
374	8	1	vggtest_-hSwZyPPJTc_75000_85000	1	67	0.000000
382	8	2	vggtest_-hSwZyPPJTc_75000_85000	1	67	0.000000
390	8	1	vggtest_WVS46ZGovGw_30000_40000	1	869	0.000000
398	8	1	vggtest_W9DxMx9ZF8A_271000_281000	1	860	0.000000
406	8	1	vggtest_nMUUYby3ZQQ_64000_74000	1	1085	0.000000
414	8	1	vggtest_7yjEC7Cr6i8_30000_40000	1	517	0.000000
422	8	2	vggtest_7yjEC7Cr6i8_30000_40000	1	517	0.000000
430	8	1	vggtest_1wdCX1HmRyk_140000_150000	1	371	0.000000
438	8	1	vggtest_-z4OZ7ls5Bo_540000_550000	1	95	0.000000
446	8	1	vggtest_-IZbvEO9wzU_30000_40000	1	29	0.000000
454	8	1	vggtest_05GsUEyThd8_13000_23000	1	108	0.000000
462	8	1	vggtest_OhhSpbVbXYA_145000_155000	1	758	0.000000
470	10	-2	n/a	n/a	n/a	0.000000
