onset	duration	trial_type	stimulus_name	category_index	sound_index	response_time
0	30	-1	n/a	n/a	n/a	0.000000
30	10	1	vggtest_Wqv0fvaXGM4_52000_62000	1	860	0.000000
40	10	1	vggtest_1bSLrOlRIB4_50000_60000	1	260	0.000000
50	10	1	vggtest_O8S1mItzKFk_115000_125000	1	732	0.000000
60	10	2	vggtest_O8S1mItzKFk_115000_125000	1	732	0.000000
70	10	1	vggtest_0-6N0Qagy5A_10000_20000	1	16	0.000000
80	10	2	vggtest_0-6N0Qagy5A_10000_20000	1	16	0.000000
90	10	1	vggtest_nb_7c2xPKYA_400000_410000	1	1085	0.000000
100	10	1	vggtest_0iX0QmnbrK4_85000_95000	1	131	0.000000
110	10	1	vggtest_1_Yd3NwpP7M_210000_220000	1	252	0.000000
120	10	1	vggtest_0LwSy-xZSPw_112000_122000	1	62	0.000000
130	10	1	vggtest_NZMsQG4Zx7I_50000_60000	1	723	0.000000
140	10	1	vggtest_Kfr4i48HNcA_53000_63000	1	686	0.000000
150	10	1	vggtest_A458iJLZGvg_80000_90000	1	517	0.000000
160	10	1	vggtest_1WLMVX_Y2Pk_18000_28000	1	241	0.000000
170	10	1	vggtest_91k-dD34c94_560000_570000	1	499	0.000000
180	10	1	vggtest_X8E2Vx0ygi8_230000_240000	1	869	0.000000
190	10	1	vggtest_0IzhjqyDzt8_0_10000	1	54	0.000000
200	10	1	vggtest_6hpNFfjpFHU_142000_152000	1	458	0.000000
210	10	2	vggtest_6hpNFfjpFHU_142000_152000	1	458	0.000000
220	10	1	vggtest_nMUUYby3ZQQ_64000_74000	1	1082	0.000000
230	10	1	vggtest_0ssOpzqkojU_30000_40000	1	157	0.000000
240	10	1	vggtest_AwZrv_S86R4_30000_40000	1	533	0.000000
250	10	2	vggtest_AwZrv_S86R4_30000_40000	1	533	0.000000
260	10	1	vggtest_1hsOUPwn21E_83000_93000	1	282	0.000000
270	10	1	vggtest_1kV-NUwWfSc_63000_73000	1	288	0.000000
280	10	1	vggtest_02Ak1eIyj3M_30000_40000	1	29	0.000000
290	10	1	vggtest_0N9EN0BEjP0_430000_440000	1	66	0.000000
300	10	1	vggtest_chtrHNfaT9U_70000_80000	1	963	0.000000
310	10	1	vggtest_gAqXWyyk1BE_30000_40000	1	1004	0.000000
320	10	1	vggtest_0yxJzCQW5zI_30000_40000	1	171	0.000000
330	10	2	vggtest_0yxJzCQW5zI_30000_40000	1	171	0.000000
340	10	1	vggtest_0_8-g2rof7E_49000_59000	1	100	0.000000
350	10	1	vggtest_0YI_WYJVv2M_30000_40000	1	95	0.000000
360	10	1	vggtest_91vBzCaNTQ0_79000_89000	1	500	0.000000
370	10	1	vggtest_Ap_IlJVRHtw_230000_240000	1	530	0.000000
380	10	1	vggtest_Vsl9vfhmbN8_30000_40000	1	836	0.000000
390	10	1	vggtest_8B3FjLzkdPA_20000_30000	1	486	0.000000
400	10	1	vggtest_1_JeO9Pg1aQ_20000_30000	1	251	0.000000
410	10	1	vggtest_C9f_yqkzqac_510000_520000	1	562	0.000000
420	10	1	vggtest_6yaFDZk7-jo_8000_18000	1	465	0.000000
430	10	1	vggtest_0bKpv6YBl7g_50000_60000	1	108	0.000000
440	10	1	vggtest_42QgE4mM55I_30000_40000	1	425	0.000000
450	10	1	vggtest_QK27EA8DmHQ_385000_395000	1	758	0.000000
460	10	1	vggtest_2LRhkMH48_Q_30000_40000	1	371	0.000000
470	10	1	vggtest_BzMo0qCklGg_150000_160000	1	553	0.000000
480	10	1	vggtest_0vg9qxNKXOw_30000_40000	1	164	0.000000
490	10	1	vggtest_0DOFzYwOoPg_133000_143000	1	44	0.000000
500	10	1	vggtest_1lLobOtsIFA_30000_40000	1	290	0.000000
510	10	1	vggtest_0hjqlmdPT6g_50000_60000	1	130	0.000000
520	10	1	vggtest_3tbFP_JKzXw_30000_40000	1	419	0.000000
530	10	1	vggtest_qoo1sZq09pQ_180000_190000	1	1115	0.000000
540	10	1	vggtest_nou1eQNbW30_2000_12000	1	1088	0.000000
550	10	1	vggtest_0NZLG7HMiLg_590000_600000	1	67	0.000000
560	10	1	vggtest_MnEZwnRuQR8_30000_40000	1	716	0.000000
570	10	1	vggtest_5JHMkSN2rdc_89000_99000	1	443	0.000000
580	10	-2	n/a	n/a	n/a	0.000000
