onset	duration	trial_type	stimulus_name	category_index	sound_index	response_time
0	30	-1	n/a	n/a	n/a	0.000000
30	10	1	vggtest_-Lmibx_Iu_E_173000_183000	1	4	0.000000
40	10	1	vggtest_AzhAMscTxyc_30000_40000	1	26	0.000000
50	10	1	vggtest_5bU5bCN2y54_46000_56000	1	18	0.000000
60	10	1	vggtest_4gFbCdHle0w_30000_40000	1	17	0.000000
70	10	1	vggtest_qEBAFHQkGnc_164000_174000	1	39	0.000000
80	10	1	vggtest_2rK6HBRC8HQ_40000_50000	1	11	0.000000
90	10	1	vggtest_3FNTvu5iROw_76000_86000	1	14	0.000000
100	10	2	vggtest_3FNTvu5iROw_76000_86000	1	14	0.000000
110	10	1	vggtest_jaI41fTAM54_30000_40000	1	32	0.000000
120	10	1	vggtest_pjtJGwhmi9I_66000_76000	1	36	0.000000
130	10	1	vggtest_-T8L4SVm3u0_1000_11000	1	5	0.000000
140	10	1	vggtest_nfitcQXx-Y0_20000_30000	1	35	0.000000
150	10	1	vggtest_uKqFWsVI250_71000_81000	1	45	0.000000
160	10	1	vggtest_-3-4qmWSJXU_30000_40000	1	2	0.000000
170	10	1	vggtest_-fAGzY9rnaA_30000_40000	1	6	0.000000
180	10	1	vggtest_680o8EChP_o_105000_115000	1	21	0.000000
190	10	1	vggtest_34f6a05F1rk_76000_86000	1	12	0.000000
200	10	1	vggtest_7761uBKNpd8_30000_40000	1	22	0.000000
210	10	1	vggtest_AYf9HocxFdk_54000_64000	1	24	0.000000
220	10	1	vggtest_61krHyjf-ac_176000_186000	1	20	0.000000
230	10	1	vggtest_zzqrZOq928w_55000_65000	1	50	0.000000
240	10	1	vggtest_ptw48aDb4Ms_124000_134000	1	37	0.000000
250	10	1	vggtest_lAznHBBQkp4_30000_40000	1	33	0.000000
260	10	1	vggtest_-JUhUI_KvUI_26000_36000	1	3	0.000000
270	10	1	vggtest_Db3VBTvUp_k_30000_40000	1	31	0.000000
280	10	2	vggtest_Db3VBTvUp_k_30000_40000	1	31	0.000000
290	10	1	vggtest_BjR_ixR8TUw_30000_40000	1	28	0.000000
300	10	1	vggtest_zZgNyJ4eQwk_22000_32000	1	48	0.000000
310	10	1	vggtest_Bw_fNvTp6jg_30000_40000	1	29	0.000000
320	10	1	vggtest_qqhkKtXCiEs_112000_122000	1	43	0.000000
330	10	1	vggtest_2laUv3y7OfA_30000_40000	1	10	0.000000
340	10	1	vggtest_CX-gGuT3iEs_230000_240000	1	30	0.000000
350	10	1	vggtest_-kWlE2dkoxc_170000_180000	1	7	0.000000
360	10	1	vggtest_q6Fcpz4du20_311000_321000	1	38	0.000000
370	10	1	vggtest_3AzacBprTzU_60000_70000	1	13	0.000000
380	10	1	vggtest_-lPXTBXa0tE_30000_40000	1	8	0.000000
390	10	1	vggtest_qjHoWdDb4lM_27000_37000	1	42	0.000000
400	10	2	vggtest_qjHoWdDb4lM_27000_37000	1	42	0.000000
410	10	1	vggtest_mXhgTalUktk_540000_550000	1	34	0.000000
420	10	1	vggtest_-zwjoyBo2s8_285000_295000	1	9	0.000000
430	10	1	vggtest_3R0dqfaiV3M_0_10000	1	15	0.000000
440	10	1	vggtest_xC01ty1ngVQ_2000_12000	1	47	0.000000
450	10	2	vggtest_xC01ty1ngVQ_2000_12000	1	47	0.000000
460	10	1	vggtest_ApgCxwAImCE_30000_40000	1	25	0.000000
470	10	1	vggtest_AScmP_vDPhs_1000_11000	1	23	0.000000
480	10	2	vggtest_AScmP_vDPhs_1000_11000	1	23	0.000000
490	10	1	vggtest_5uanE7YxW0E_0_10000	1	19	0.000000
500	10	1	vggtest_-0pJqpNjft4_267000_277000	1	1	0.000000
510	10	1	vggtest_BbWdsbZ9TsM_130000_140000	1	27	0.000000
520	10	1	vggtest_zra3SOgAsyg_31000_41000	1	49	0.000000
530	10	1	vggtest_viYxkl1BW9U_100000_110000	1	46	0.000000
540	10	1	vggtest_qMKO8bQpzMg_90000_100000	1	40	0.000000
550	10	1	vggtest_qaZYMjKrUCo_460000_470000	1	41	0.000000
560	10	1	vggtest_qtnE1hnCD0M_30000_40000	1	44	0.000000
570	10	1	vggtest_3kaCL9Zu7NY_230000_240000	1	16	0.000000
580	10	-2	n/a	n/a	n/a	0.000000
