onset	duration	trial_type	stimulus_name	category_index	sound_index	response_time
0	30	-1	n/a	n/a	n/a	0.000000
30	10	1	vggtest_gd2-qjVH_DI_32000_42000	1	1009	0.000000
40	10	1	vggtest_xooxjB2CNgE_166000_176000	1	1182	0.000000
50	10	1	vggtest_8QfmtF0FGA4_114000_124000	1	490	0.000000
60	10	1	vggtest_1gSwLBNvEWE_34000_44000	1	273	0.000000
70	10	1	vggtest_0CA5CPHRXDc_0_10000	1	36	0.000000
80	10	1	vggtest_Uj2Os8tYIIQ_400000_410000	1	829	0.000000
90	10	1	vggtest_wr72HohtJ6Q_25000_35000	1	1171	0.000000
100	10	1	vggtest_eJSpibgl0-c_30000_40000	1	979	0.000000
110	10	1	vggtest_rjGjz5DolWA_30000_40000	1	1124	0.000000
120	10	1	vggtest_fAns8GJzYeQ_30000_40000	1	994	0.000000
130	10	2	vggtest_fAns8GJzYeQ_30000_40000	1	994	0.000000
140	10	1	vggtest_J12HPLJd84Q_120000_130000	1	656	0.000000
150	10	1	vggtest_SzhOVP7BXUE_0_10000	1	800	0.000000
160	10	1	vggtest_-aXWYfAdovc_230000_240000	1	9	0.000000
170	10	1	vggtest_PpuiOM0vuxo_41000_51000	1	749	0.000000
180	10	1	vggtest_7O2qPT8vgfI_15000_25000	1	474	0.000000
190	10	2	vggtest_7O2qPT8vgfI_15000_25000	1	474	0.000000
200	10	1	vggtest_1SBP-Dy8_II_119000_129000	1	231	0.000000
210	10	1	vggtest_0OLYyjqNdn4_352000_362000	1	70	0.000000
220	10	1	vggtest_7rzEesL55fM_340000_350000	1	479	0.000000
230	10	1	vggtest_0-EgET9q3qE_30000_40000	1	17	0.000000
240	10	1	vggtest_cGUhG5PZp0A_30000_40000	1	957	0.000000
250	10	1	vggtest_rq4oQdSxrnI_79000_89000	1	1126	0.000000
260	10	2	vggtest_rq4oQdSxrnI_79000_89000	1	1126	0.000000
270	10	1	vggtest_6om-fZvxe70_30000_40000	1	461	0.000000
280	10	1	vggtest_1KiFXylkPpg_10000_20000	1	208	0.000000
290	10	1	vggtest_aKZ3NJi8GVU_0_10000	1	932	0.000000
300	10	1	vggtest_IUItviB2VsQ_30000_40000	1	647	0.000000
310	10	1	vggtest_3zRatdumh0M_90000_100000	1	422	0.000000
320	10	2	vggtest_3zRatdumh0M_90000_100000	1	422	0.000000
330	10	1	vggtest_1B-RuZgSqf8_30000_40000	1	175	0.000000
340	10	1	vggtest_rysr8w7aTuQ_0_10000	1	1128	0.000000
350	10	1	vggtest_iAK8xAOUob8_297000_307000	1	1024	0.000000
360	10	1	vggtest_SUyaiLzdWDk_30000_40000	1	790	0.000000
370	10	1	vggtest_xIG97I7qRz8_97000_107000	1	1174	0.000000
380	10	1	vggtest_1hknEtsmdOc_30000_40000	1	281	0.000000
390	10	1	vggtest_1yxij2nsbZw_0_10000	1	332	0.000000
400	10	1	vggtest_6UY-HKyolKk_30000_40000	1	453	0.000000
410	10	1	vggtest_3zIQTDfS4Hk_30000_40000	1	421	0.000000
420	10	1	vggtest_1cwReJkXLVo_505000_515000	1	264	0.000000
430	10	1	vggtest_0ju5RWqEwGQ_108000_118000	1	135	0.000000
440	10	1	vggtest_1Xmw9VUzvLY_150000_160000	1	245	0.000000
450	10	1	vggtest_TR4-xSB97w8_30000_40000	1	805	0.000000
460	10	1	vggtest_IQszXcU_OBI_147000_157000	1	646	0.000000
470	10	1	vggtest_si_IAMPOXlQ_170000_180000	1	1135	0.000000
480	10	1	vggtest_5wC1sG4US3Y_205000_215000	1	446	0.000000
490	10	1	vggtest_f-3r6Pou7UM_15000_25000	1	990	0.000000
500	10	1	vggtest_Qovva-Q5vmM_216000_226000	1	768	0.000000
510	10	1	vggtest_XTFD-XHCo2Q_0_10000	1	879	0.000000
520	10	2	vggtest_XTFD-XHCo2Q_0_10000	1	879	0.000000
530	10	1	vggtest_1ma4b_TsEVA_320000_330000	1	295	0.000000
540	10	1	vggtest_eO_Z0BiT43M_292000_302000	1	981	0.000000
550	10	1	vggtest_bR8fbwavKtc_60000_70000	1	946	0.000000
560	10	1	vggtest_KK5AClS1mxA_651000_661000	1	680	0.000000
570	10	1	vggtest_SL52ykhLo8A_70000_80000	1	787	0.000000
580	10	-2	n/a	n/a	n/a	0.000000
