onset	duration	trial_type	stimulus_name	category_index	sound_index	response_time
0	30	-1	n/a	n/a	n/a	0.000000
30	10	1	vggtest_jPKhBkLgFLk_16000_26000	1	1035	0.000000
40	10	1	vggtest_c-qYpm6h0Ew_220000_230000	1	955	0.000000
50	10	1	vggtest_0T966F09Q_8_0_10000	1	81	0.000000
60	10	1	vggtest_6q3OUady18I_667000_677000	1	462	0.000000
70	10	1	vggtest_jzBR9ihZBbI_140000_150000	1	1040	0.000000
80	10	1	vggtest_W75ol-nF6vo_40000_50000	1	839	0.000000
90	10	1	vggtest_1a-ODBWMUAE_30000_40000	1	256	0.000000
100	10	1	vggtest_rFtAqf39OeI_86000_96000	1	1121	0.000000
110	10	1	vggtest_ZvSaahj1hUk_29000_39000	1	912	0.000000
120	10	1	vggtest_YfV9YjCSkYM_30000_40000	1	897	0.000000
130	10	1	vggtest_3U99MpJ22ck_50000_60000	1	415	0.000000
140	10	1	vggtest_2gvw16YDwMA_153000_163000	1	394	0.000000
150	10	1	vggtest_2cEM6Hu90v0_38000_48000	1	386	0.000000
160	10	1	vggtest_QAoCyTYnAuc_11000_21000	1	754	0.000000
170	10	1	vggtest_dY3hVWRmYGM_152000_162000	1	969	0.000000
180	10	1	vggtest_-uaTK8sa5Ms_10000_20000	1	15	0.000000
190	10	1	vggtest_74Eeq1qer94_30000_40000	1	469	0.000000
200	10	1	vggtest_S1_mKhT8FVo_28000_38000	1	784	0.000000
210	10	1	vggtest_fGvhcD5G82M_7000_17000	1	996	0.000000
220	10	1	vggtest_MCa8xcBlBe8_30000_40000	1	709	0.000000
230	10	2	vggtest_MCa8xcBlBe8_30000_40000	1	709	0.000000
240	10	1	vggtest_onSfjunyI1A_13000_23000	1	1100	0.000000
250	10	1	vggtest_b7KM28chL14_32000_42000	1	941	0.000000
260	10	1	vggtest_C5BteXnPQNk_30000_40000	1	560	0.000000
270	10	1	vggtest_2gvw16YDwMA_43000_53000	1	395	0.000000
280	10	1	vggtest_6EIgJvYx4AE_551000_561000	1	451	0.000000
290	10	1	vggtest_Hn0UhOnyeJ0_225000_235000	1	634	0.000000
300	10	1	vggtest_TpPHH7wQz_M_30000_40000	1	813	0.000000
310	10	2	vggtest_TpPHH7wQz_M_30000_40000	1	813	0.000000
320	10	1	vggtest_3t6pqBKV0kY_30000_40000	1	418	0.000000
330	10	1	vggtest_0hWIKYNSEPE_80000_90000	1	127	0.000000
340	10	1	vggtest_KfzH17TqnpE_248000_258000	1	687	0.000000
350	10	1	vggtest_Uml273ueGDE_80000_90000	1	830	0.000000
360	10	1	vggtest_0T39A4knSu4_25000_35000	1	79	0.000000
370	10	1	vggtest_HwGK5RvNOFI_30000_40000	1	637	0.000000
380	10	1	vggtest_DShnW2mZR-0_2000_12000	1	581	0.000000
390	10	1	vggtest_1z96Z0DSNlM_4000_14000	1	334	0.000000
400	10	1	vggtest_Fr0UnYeFVW0_10000_20000	1	611	0.000000
410	10	1	vggtest_0WTf_N9NPDw_23000_33000	1	87	0.000000
420	10	1	vggtest_1P9yEzO1Bic_25000_35000	1	222	0.000000
430	10	1	vggtest_0Jq6WJLLSIk_4000_14000	1	56	0.000000
440	10	2	vggtest_0Jq6WJLLSIk_4000_14000	1	56	0.000000
450	10	1	vggtest_CsBwBct0_5U_30000_40000	1	572	0.000000
460	10	1	vggtest_mNkqURQhM0c_41000_51000	1	1071	0.000000
470	10	1	vggtest_i8kGE-XRat4_11000_21000	1	1023	0.000000
480	10	2	vggtest_i8kGE-XRat4_11000_21000	1	1023	0.000000
490	10	1	vggtest_BBRDRggGsdk_147000_157000	1	541	0.000000
500	10	2	vggtest_BBRDRggGsdk_147000_157000	1	541	0.000000
510	10	1	vggtest_Db0c4aAwUbY_30000_40000	1	585	0.000000
520	10	1	vggtest_1nNXaI04SEg_30000_40000	1	299	0.000000
530	10	1	vggtest_0pHTgC1Frnw_350000_360000	1	151	0.000000
540	10	1	vggtest_ToIdgjI3u4Q_30000_40000	1	812	0.000000
550	10	1	vggtest_1eBzpkIY-TY_198000_208000	1	268	0.000000
560	10	1	vggtest_2CIWnYMxFCw_29000_39000	1	352	0.000000
570	10	1	vggtest_0c78GAZ0jLY_5000_15000	1	109	0.000000
580	10	-2	n/a	n/a	n/a	0.000000
