onset	duration	trial_type	stimulus_name	category_index	sound_index	response_time
0	30	-1	n/a	n/a	n/a	0.000000
30	10	1	vggtest_ULLEA-jLmpI_30000_40000	1	821	0.000000
40	10	1	vggtest_00wORCOKNHw_14000_24000	1	24	0.000000
50	10	1	vggtest_U37ysgI02r8_20000_30000	1	817	0.000000
60	10	1	vggtest_-jaY3LS3Dv0_30000_40000	1	13	0.000000
70	10	2	vggtest_-jaY3LS3Dv0_30000_40000	1	13	0.000000
80	10	1	vggtest_1dyFP4MGkIM_30000_40000	1	266	0.000000
90	10	2	vggtest_1dyFP4MGkIM_30000_40000	1	266	0.000000
100	10	1	vggtest_2ACsPTob5cY_118000_128000	1	341	0.000000
110	10	2	vggtest_2ACsPTob5cY_118000_128000	1	341	0.000000
120	10	1	vggtest_sfXt8h7KAHM_30000_40000	1	1134	0.000000
130	10	1	vggtest_7y9hIjH_7do_90000_100000	1	481	0.000000
140	10	1	vggtest_B33GgQddG30_28000_38000	1	538	0.000000
150	10	1	vggtest_1CGx8zxQFx4_70000_80000	1	179	0.000000
160	10	1	vggtest_Jfw-FBJLiq8_752000_762000	1	669	0.000000
170	10	1	vggtest_1w_iLXQb-9Q_7000_17000	1	323	0.000000
180	10	1	vggtest_Ni_RNKhQ47k_118000_128000	1	728	0.000000
190	10	1	vggtest_2Fbt9QiLWWc_370000_380000	1	359	0.000000
200	10	1	vggtest_bDN1mAaexyE_180000_190000	1	942	0.000000
210	10	1	vggtest_FnCrdfgwfdM_622000_632000	1	610	0.000000
220	10	1	vggtest_1Isq_KJHriU_16000_26000	1	201	0.000000
230	10	1	vggtest_xtEfTSC1PKc_187000_197000	1	1183	0.000000
240	10	1	vggtest_2ASyuuVhr6M_52000_62000	1	343	0.000000
250	10	1	vggtest_1CZ-bybGzu4_30000_40000	1	181	0.000000
260	10	1	vggtest_PSt_gdjwmvY_140000_150000	1	741	0.000000
270	10	1	vggtest_DYVwPj_voRw_30000_40000	1	583	0.000000
280	10	1	vggtest_4qLAn6_xfCY_430000_440000	1	433	0.000000
290	10	1	vggtest_2__T6Q8rCCA_80000_90000	1	382	0.000000
300	10	1	vggtest_1_yyvTRVoZQ_209000_219000	1	255	0.000000
310	10	1	vggtest_X07KIUzogxU_26000_36000	1	863	0.000000
320	10	1	vggtest_7OhXiEHalAk_63000_73000	1	475	0.000000
330	10	1	vggtest_AEwkS57P4eE_30000_40000	1	518	0.000000
340	10	1	vggtest_xnMI64kXQA8_252000_262000	1	1181	0.000000
350	10	1	vggtest_IPIS6TUVpSM_30000_40000	1	644	0.000000
360	10	1	vggtest_K3Q8Gi6oPIg_30000_40000	1	676	0.000000
370	10	1	vggtest_1Uj_ulATth0_360000_370000	1	237	0.000000
380	10	1	vggtest_Iu1k5XJoeXk_0_10000	1	654	0.000000
390	10	2	vggtest_Iu1k5XJoeXk_0_10000	1	654	0.000000
400	10	1	vggtest_0unbxXUE_c0_114000_124000	1	161	0.000000
410	10	1	vggtest_GXuqtCdONDs_91000_101000	1	618	0.000000
420	10	1	vggtest_1F3_bvIT0ig_0_10000	1	194	0.000000
430	10	1	vggtest_2_cTS4ctWtE_310000_320000	1	383	0.000000
440	10	1	vggtest_xfGXhVboW9U_50000_60000	1	1180	0.000000
450	10	1	vggtest_LTXXIMHSfo0_14000_24000	1	700	0.000000
460	10	1	vggtest_nbPY6Y1ffgo_40000_50000	1	1084	0.000000
470	10	1	vggtest_0eZHWqzsRqU_5000_15000	1	119	0.000000
480	10	2	vggtest_0eZHWqzsRqU_5000_15000	1	119	0.000000
490	10	1	vggtest_NMVPs3h0hNw_110000_120000	1	722	0.000000
500	10	1	vggtest_d_Hdkt1_ivo_30000_40000	1	970	0.000000
510	10	1	vggtest_00z0M1DJyAw_90000_100000	1	25	0.000000
520	10	1	vggtest_HJrYNAIm1AY_110000_120000	1	627	0.000000
530	10	1	vggtest_DV_lxAociYs_180000_190000	1	582	0.000000
540	10	1	vggtest_WkkhcwXpYy4_30000_40000	1	857	0.000000
550	10	1	vggtest_Y5ZGlOUUcs8_290000_300000	1	890	0.000000
560	10	1	vggtest_zgM0pD0JIqc_0_10000	1	1196	0.000000
570	10	1	vggtest_1bIH_Qh_clk_30000_40000	1	259	0.000000
580	10	-2	n/a	n/a	n/a	0.000000
