onset	duration	trial_type	stimulus_name	category_index	sound_index	response_time
0	30	-1	n/a	n/a	n/a	0.000000
30	10	1	vggtest_1LA8BxMlXSY_80000_90000	1	210	0.000000
40	10	1	vggtest_BB3CCG8SD54_0_10000	1	540	0.000000
50	10	1	vggtest_NgyeHliItww_0_10000	1	726	0.000000
60	10	1	vggtest_l0wtTeAUdhI_69000_79000	1	1052	0.000000
70	10	1	vggtest_eMQQRvh-BUI_30000_40000	1	980	0.000000
80	10	1	vggtest_xN-nKHyKx3E_504000_514000	1	1175	0.000000
90	10	1	vggtest_0E6KS8B6DMc_540000_550000	1	46	0.000000
100	10	1	vggtest_00KM53yZi2A_30000_40000	1	21	0.000000
110	10	1	vggtest_myOH_8igzTw_161000_171000	1	1078	0.000000
120	10	1	vggtest_1W9fwoe4O-M_117000_127000	1	239	0.000000
130	10	1	vggtest_QyGfqIKBGFE_5000_15000	1	771	0.000000
140	10	1	vggtest_8M8mpBuhbOY_79000_89000	1	488	0.000000
150	10	1	vggtest_Tpg9LiS6K-M_234000_244000	1	814	0.000000
160	10	1	vggtest_B0Rje7Cj7W0_250000_260000	1	537	0.000000
170	10	1	vggtest_WElvc92V5Q4_617000_627000	1	843	0.000000
180	10	1	vggtest_rTh92nlG9io_30000_40000	1	1123	0.000000
190	10	1	vggtest_YY1Qf9Q_Zx8_37000_47000	1	895	0.000000
200	10	1	vggtest_AjLuenrAsbE_30000_40000	1	527	0.000000
210	10	2	vggtest_AjLuenrAsbE_30000_40000	1	527	0.000000
220	10	1	vggtest_2GuH1UJxQOk_19000_29000	1	365	0.000000
230	10	1	vggtest_0-jDld11jhw_93000_103000	1	19	0.000000
240	10	1	vggtest_2BbBEozEiak_186000_196000	1	347	0.000000
250	10	1	vggtest_EtcoN3RhRZg_127000_137000	1	601	0.000000
260	10	1	vggtest_0s62qg0kfJE_13000_23000	1	154	0.000000
270	10	1	vggtest_5j-4OJ7XpDM_222000_232000	1	445	0.000000
280	10	1	vggtest_QrsgFZBBrzo_250000_260000	1	769	0.000000
290	10	1	vggtest_lF1C6JSDZJU_209000_219000	1	1055	0.000000
300	10	1	vggtest_G_jA6itU_FA_125000_135000	1	619	0.000000
310	10	1	vggtest_CNteFuxbbZs_30000_40000	1	565	0.000000
320	10	1	vggtest_Yf7ypnJ2J-U_39000_49000	1	896	0.000000
330	10	1	vggtest_f6wrXzvByrg_30000_40000	1	993	0.000000
340	10	2	vggtest_f6wrXzvByrg_30000_40000	1	993	0.000000
350	10	1	vggtest_0a264PE9qEY_24000_34000	1	105	0.000000
360	10	1	vggtest_lzXvsIeFtDI_327000_337000	1	1066	0.000000
370	10	1	vggtest_GjoBV2mf8jo_80000_90000	1	621	0.000000
380	10	1	vggtest_0XxinBtKouQ_30000_40000	1	93	0.000000
390	10	1	vggtest_4ByUnyBjmSs_80000_90000	1	426	0.000000
400	10	1	vggtest_Sa_ovp-50Tc_30000_40000	1	792	0.000000
410	10	2	vggtest_Sa_ovp-50Tc_30000_40000	1	792	0.000000
420	10	1	vggtest_TwbVQetLqfM_3000_13000	1	816	0.000000
430	10	1	vggtest_AkAdDFHQars_30000_40000	1	528	0.000000
440	10	1	vggtest_1eP5LSjyge0_220000_230000	1	269	0.000000
450	10	1	vggtest_0nvBTp-q7tU_112000_122000	1	148	0.000000
460	10	1	vggtest_1EH6atYydBc_90000_100000	1	189	0.000000
470	10	1	vggtest_0_O6nVfnCH8_210000_220000	1	104	0.000000
480	10	2	vggtest_0_O6nVfnCH8_210000_220000	1	104	0.000000
490	10	1	vggtest_2zSnJX82Uzc_60000_70000	1	408	0.000000
500	10	2	vggtest_2zSnJX82Uzc_60000_70000	1	408	0.000000
510	10	1	vggtest_1ENC2smc8Ig_30000_40000	1	190	0.000000
520	10	1	vggtest_0BauNGmZtTU_250000_260000	1	34	0.000000
530	10	1	vggtest_xTDmWAfnFl0_181000_191000	1	1176	0.000000
540	10	1	vggtest__vt5Pxi-7BQ_604000_614000	1	924	0.000000
550	10	1	vggtest_2CEb1hYM3EA_240000_250000	1	351	0.000000
560	10	1	vggtest_1f-s2gYqyh8_19000_29000	1	270	0.000000
570	10	1	vggtest_brpJxppIbDI_140000_150000	1	953	0.000000
580	10	-2	n/a	n/a	n/a	0.000000
